Actual,Predicted,BERT Precision,BERT Recall,BERT F1,ROUGE-1 F1,ROUGE-2 F1,ROUGE-L F1,ROUGE-Lsum F1,BLEU Score,METEOR Score
"A total of 24.2 trillion pesos ($10.2bn; £5.5bn) is earmarked for subsidies for the poor, the government department for planning said.Sound distribution of the cash could cut poverty levels to 36% from 53%, the government believes.Half of the money put aside by the Colombian government to help the country's poor is benefiting people who do not need it, a study has found.""Resources are more than enough to reduce poverty and there is no need for more tax reforms but a better distribution,"" deputy planning director Jose Leibovich said.","Half of the money put aside by the Colombian government to help the country's poor is benefiting people who do not need it, a study has found. A total of 24.2 trillion pesos ($10.2bn; £5.5bn) is earmarked for subsidies for the poor.",[0.9633480906486511],[0.8556022047996521],[0.906283974647522],0.6524822695035462,0.6330935251798561,0.425531914893617,0.425531914893617,0.29683614400420294,0.0
"But Rover told BBC News that reports of job cuts were ""speculation"".SAIC was unavailable for comment on the job cuts when contacted by BBC News.Rover and SAIC signed a technology-sharing agreement in August.Some 2,000 jobs at MG Rover's Midlands plant may be cut if investment in the firm by a Chinese car maker goes ahead, the Financial Times has reported.SAIC says none of its money will be paid to the four owners of Rover, who have been accused by unions of awarding themselves exorbitant salaries, the FT reports.Meanwhile, according to Chinese state press reports, small state-owned carmaker Nanjing Auto is in negotiations with Rover and SAIC to take a 20% stake in the joint venture.","Some 2,000 jobs at MG Rover's Midlands plant may be cut if investment in the firm by a Chinese car maker goes ahead, the Financial Times has reported, citing sources close to the negotiations.",[0.9365310072898865],[0.7981151938438416],[0.8618006706237793],0.41250000000000003,0.379746835443038,0.41250000000000003,0.41250000000000003,0.07157292164234395,0.0
"WPP in recent years has also bought firms such as Ogilvy & Mather and Cordiant Communications.UK advertising giant WPP has posted larger-than-expected annual profits and predicted that it will outperform the market in 2005.Pre-tax profits rose 15% from a year ago to reach £546m ($1.04bn), ahead of average analysts' forecasts of £532m.During the year WPP bought US rival Grey Global, creating a giant big enough to rival sector leader Omnicom.The long-term outlook looks ""very favourable"" because of media and technology developments and the strength of the US economy, WPP said.",UK advertising giant WPP has posted larger-than-expected annual profits and predicted that it will outperform the market in 2005. Pre-tax profits rose 15% from a year ago to reach £546m ($1.04bn).,[0.9768089652061462],[0.8271071910858154],[0.8957463502883911],0.5263157894736842,0.5190839694656488,0.5263157894736842,0.5263157894736842,0.12084884829714025,0.0
"Many foreign firms had protested that the SEC was imposing an unfair burden.The SEC said it had taken into consideration the fact that foreign companies were already working to meet more onerous financial reporting rules in their home countries.Section 404 of the Sox Act, as the legislation is nicknamed, calls for all firms to certify that their financial reporting is in line with US rules.Foreign firms have been given an extra year to meet tough new corporate governance regulations imposed by the US stock market watchdog.Big US firms already have to meet the requirements, but smaller ones and foreign-based firms which list their shares on US stock markets originally had until the middle of this year.The European Union, in particular, was imposing new international financial reporting standards in 2005, it noted.","Foreign firms have been given an extra year to meet tough new corporate governance regulations imposed by the US stock market watchdog, the Securities and Exchange Commission has extended the deadline to get in line with the rules until 15 July 2006.",[0.8858696222305298],[0.7921773195266724],[0.8364078998565674],0.3575418994413408,0.2598870056497175,0.29050279329608936,0.29050279329608936,0.06303120991997106,0.0
"But last year, he was forced to resign from all the posts he held in his business empire, after being accused of falsifying the share-ownership structure of Seibu Railways, one of his companies.Mr Tsutsumi's fall from grace follows the arrests of several other top executives in Japan as the authorities try to curb the murky business practices which were once widespread in Japanese companies.There was a time when Mr Tsutsumi seemed untouchable.Yoshiaki Tsutsumi was once ranked as the world's richest man and ran a business spanning hotels, railways, construction and a baseball team.His is the latest in a series of arrests of top executives in Japan over business scandals.One of Japan's best-known businessmen was arrested on Thursday on charges of falsifying shareholder information and selling shares based on the false data.""I felt enormous pressure when I dined with him and it was nothing but pain,"" Tsutsumi told a weekly magazine in 1987.He was taken away in a van outside one of his Prince hotels in Tokyo.","Yoshiaki Tsutsumi was once ranked as the world's richest man and ran a business spanning hotels, railways, construction and a baseball team.",[0.9417986273765564],[0.7195030450820923],[0.815778374671936],0.22885572139303484,0.22110552763819097,0.22885572139303484,0.22885572139303484,0.0012960300524048898,0.0
"A year ago, debt was more than 11bn euros higher.This was more than expected and helped to bring debt down to 35.8bn euros.Sales rose 2.8% to 14.96bn euros.Sales of stakes in firms including Russia's OAO Mobile Telesystems raised 1.17bn euros.","German telecoms firm Deutsche Telekom saw strong fourth quarter profits on the back of upbeat US mobile earnings and better-than-expected asset sales, a dramatic change from the loss of 364m euros in 2003.",[0.7749678492546082],[0.7662873268127441],[0.7706031203269958],0.21686746987951808,0.02469135802469136,0.12048192771084336,0.12048192771084336,8.695043609068757e-232,0.0
"Yantai State Asset Management Bureau - a government agency in the north-eastern city of Yantai - owns 55% of Changyu.The consumption of wine in China is still low, at just 0.22 litres per capita, said the US Agriculture Department.Italy's Illva Saronno has agreed to buy 33% of Changyu, the largest wine maker in China.Chinese wine sales are growing, the US Agriculture Department said, with wine sales in 2003 up 25% at 61.1bn yuan.The Italian liqueur maker will acquire the shares from the Yantai State Asset Management Bureau.","Italy's Illva Saronno has agreed to buy 33% of Changyu, the largest wine maker in China, for £58.16m, once the government approves the deal.",[0.8890842795372009],[0.7857818007469177],[0.8342472314834595],0.3361344537815126,0.27350427350427353,0.31932773109243695,0.31932773109243695,0.04212823582960237,0.0
"UK sportswear firm Umbro has posted a 222% rise in annual profit after sales of replica England football kits were boosted by the Euro 2004 tournament.Umbro, which recently lost sponsorship deals with Chelsea and Celtic, said on Thursday it had signed a new four-year agreement with Scottish club Rangers.In January, Umbro announced its sponsorship agreement with Chelsea, which gave Umbro the lucrative right to make replica shirts, would end in 2006, five years earlier than expected.The firm, reporting its first annual results since listing on the London Stock Exchange in June, said the UK market had seen sales growth of 8% last year.Chief executive Peter McGuigan said the firm plans to grow sales both in the UK and internationally.",UK sportswear firm Umbro has posted a 222% rise in annual profit after sales of replica England football kits were boosted by the Euro 2004 tournament. Pre-tax profit for 2004 was £15.4m ($29.4m).,[0.8696730732917786],[0.7785326242446899],[0.8215829730033875],0.325,0.31645569620253167,0.325,0.325,0.05504792896301724,0.0
"Federal Reserve chairman Alan Greenspan has warned that allowing huge US budget deficits to continue could have ""severe"" consequences.He also urged Congress to reinstate lapsed rules that require tax cuts and spending to be offset elsewhere in the budget in an effort to prevent the US heading further into the red.While the US economy is growing at a ""reasonably good pace"" he warned that budget concerns were clouding the economic outlook for the US.Meanwhile any move to narrow the deficit gap by raising taxes could pose a significant risk to the economy by dampening growth and spending, he added.Speaking to the House Budget Committee he urged Congress to take action to cut the deficit, such as increasing taxes.As US growth gathers steam and incomes rise that should lead to a narrowing of the deficit.","Federal Reserve chairman Alan Greenspan has warned that allowing huge US budget deficits to continue could have ""severe"" consequences, according to a speech to the House Budget Committee.",[0.9361487030982971],[0.786651611328125],[0.8549138307571411],0.31137724550898205,0.27878787878787875,0.31137724550898205,0.31137724550898205,0.016729468505605142,0.0
"UK Coal said it was making ""significant progress"" in shaking up the business.The recent rise in coal prices has failed to benefit the company as most of its output had already been sold, it said.The South Yorkshire company, led by new chief executive Gerry Spindler, said it hoped to return to profit in 2006.Total production costs were £1.30 per gigajoule, UK Coal said, but the average selling price was just £1.18 per gigajoule.The company said these actions should ""significantly uplift earnings"".UK Coal operates 15 deep and surface mines across Nottinghamshire, Derbyshire, Leicestershire, Yorkshire, the West Midlands, Northumberland and Durham.","Shares in UK Coal have fallen after the mining group reported losses had deepened to £51.6m in 2004 from £1.2m. The South Yorkshire company blamed geological problems, industrial action and ""operating flaws"" at its deep mines.",[0.8204627633094788],[0.7670648694038391],[0.7928657531738281],0.22222222222222224,0.056338028169014086,0.1527777777777778,0.1527777777777778,9.824434761439705e-156,0.0
"Women will be employed in Saudi Arabia's foreign ministry for the first time this year, Foreign Minister Prince Saud Al-Faisal has been reported as saying.The newspaper said many Saudi women found his explanation ""a pitiful excuse for not employing women"".""I am proud to mention here that this year we shall have women working in the Ministry of Foreign Affairs for the first time.""""Our educational reforms have created a new generation of highly-educated and professionally trained Saudi women who are acquiring their rightful position in Saudi society,"" Arab News quoted Prince Saud as saying.","Saudi Arabia's foreign ministry will employ women for the first time this year, Foreign Minister Prince Saud Al-Faisal has been reported as saying. The move comes as the country inches open the door to working women.",[0.9039298295974731],[0.8189486265182495],[0.859343409538269],0.4525547445255474,0.3111111111111111,0.3795620437956205,0.3795620437956205,0.10445853723071229,0.0
"Japan's economy grew 2.6% overall last year - fuelled by a strong performance in the first few months - and is forecast to see growth of 2.1% in 2005.Japan's economy has seen stretches of moderate growth over the past decade but has periodically slipped back into recession.A recession is commonly defined as two consecutive quarters of negative growth, although the Japanese government takes other factors into account when judging the status of its economy.The Japanese economy has officially gone back into recession for the fourth time in a decade.Gross domestic product fell by 0.1% in the last three months of 2004.The Tokyo stock market fell after the figures were announced, but rose again on a widespread perception that the economy will recover later this year.""The economy has some soft patches but if you look at the bigger picture, it is in a recovery stage,"" said Economic and Fiscal Policy Minister Heizo Takenaka.The fall reflects weak exports and a slowdown in consumer spending, and follows similar falls in GDP in the two previous quarters.","Japan's economy has slipped back into recession for the fourth time in a decade, according to official figures released by the government's Cabinet Office on Wednesday. The Tokyo stock market fell after the figures were announced, but rose again on a widespread perception that the economy will recover.",[0.8960159420967102],[0.7678014636039734],[0.8269685506820679],0.3605150214592275,0.2943722943722944,0.33476394849785407,0.33476394849785407,0.045105412757957895,0.0
"US crude prices have soared to fresh four-month highs above $53 in the US as refinery problems propelled petrol prices to an all-time high.Meanwhile, oil production cartel Opec's recent announcement that it was now unlikely to cut production levels has also failed to calm fears on the market.Elsewhere, a refinery in Houston was closed due to mechanical problems, while on Tuesday production at BP's Texas City refinery was taken down for a short time.The jump followed a fire at Western Refining Company's refinery in Texas, which shut down petrol production.In the approach to Spring, the market becomes much more sensitive to problems with petrol production as dealers anticipate rising demand for fuel ahead of the holiday season.Ed Silliere, analyst at Energy Merchant, added: ""Gasoline is up because of the refinery issues in Texas, which means there will be a scramble for product in the (US) Gulf Coast.""",US light sweet crude futures jumped to $53.09 a barrel in New York before closing at $53.03 as a fire at a Texas refinery shut down petrol production.,[0.8286478519439697],[0.7290167212486267],[0.7756459712982178],0.19251336898395724,0.05405405405405406,0.16042780748663105,0.16042780748663105,4.948952281563957e-80,0.0
"The economy has grown for six quarters but growth slowed dramatically in the last quarter amid weaker global demand.Japanese industrial output fell in October while unemployment rose, casting further doubt on the strength of the country's economic recovery.Analysts had been forecasting a 0.1% rise in month on month industrial output.According to figures from the Ministry of Economy, Trade and Industry (METI), the decline was led by a fall in demand for electronic parts for mobile phones and digital televisions.Although inventories fell 0.7% month on month, they were 36% higher than a year ago.Japanese government officials played down the latest data, arguing that domestic consumer demand was still resilient.","Japan's industrial output fell in October while unemployment rose, casting further doubt on the strength of the country's economic recovery, according to official figures released by the ministry of economy, trade and industry.",[0.9346714019775391],[0.7779287099838257],[0.8491272330284119],0.4105960264900662,0.348993288590604,0.3973509933774835,0.3973509933774835,0.0578959548714866,0.0
"""With this new order and new pricing in place, Ryanair expects that unit operating costs (excluding fuel) will continue to fall each year for the next five years,"" he added.At the end of this year, Ryanair will have taken delivery of about 100 new planes, while the 70 new orders are due for delivery between 2008 and 2012.Budget airline Ryanair has placed an order for 70 Boeing 737-800 planes, in a deal valued at $4bn (£2.1bn) which should lead to 2,500 new Ryanair jobs.Ryanair said the new planes would help it to cut operating costs further.Ryanair chairman David Bonderman said that the 737-800 had ""significantly reduced our unit operating costs and allowed us to reduce air fares each year for the last five years"".","Budget airline Ryanair has placed an order for 70 Boeing 737-800 planes, in a deal valued at $4bn (£2.1bn) which should lead to 2,500 new jobs.",[0.9543676376342773],[0.7892879247665405],[0.8640133738517761],0.36024844720496896,0.33962264150943394,0.36024844720496896,0.36024844720496896,0.021182442229235047,0.0
"The plan is likely to give creditors of Parmalat Finanziaria shares worth about 5.7% of the debts they are owed.Creditors of Parmalat, the main operating company, are likely to see the percentage of debt they receive fall from 7.3% to 6.9%.As part of the re-listing on the Italian stock exchange, creditors' debts are expected to be converted into shares through two new share issues amounting to more than 2bn euros.In a statement issued on Wednesday night, Parmalat Finanziaria detailed administrators' latest plans for re-listing the shares of the group.Parmalat, the Italian dairy company which went bust after an accounting scandal, hopes to be back on the Italian stock exchange in July.","Parmalat, the Italian dairy company which went bust after an accounting scandal, hopes to be back on the Italian stock exchange in July, the firm's administrators have said in a statement.",[0.9125380516052246],[0.7649054527282715],[0.8322251439094543],0.3684210526315789,0.32000000000000006,0.3026315789473684,0.3026315789473684,0.052341294923114276,0.0
"Less than four years after the new Mini was launched, German car maker BMW has announced £100m of new investment.Last year, almost one in six cars sold by the BMW group was a Mini.Initially, BMW said it would produce 100,000 Mini models a year at its vast Cowley factory on the outskirts of Oxford, but the target was quickly reached, then raised, time and time again.When it was launched, the cheapest Mini cost just more than £10,000.These days, buyers will have to fork out almost £11,500 to own a new Mini One, or even more for the Cooper S which costs up to £17,730.The Mini Convertible, which was launched last spring, costs up to £15,690 for the top model, and there is even a waiting list.Last year, MG Rover, which employs more than 6,000 people, produced just 110,000 cars, though it hopes to land a deal with Shanghai Automotive Industry Corporation (SAIC) that could help double the number of cars produced at Longbridge.The Mini factory's current output is equally impressive when compared with the main Rover factory in Longbridge, which in 1999 produced 180,000 Rover cars.BMW's Mini adventure has made good much of what went wrong during its stewardship of the UK car maker Rover which it sold for £10 five years ago to the Phoenix consortium.""Our decision to produce a new Mini was not received well right away,"" said Norbert Reithofer, a member of the BMW management board.In 1999, when BMW still owned Rover, the Oxford factory was producing the award-winning Rover 75.Before Wednesday's announcement, BMW had invested some £280m in Mini production.","Less than four years after the new Mini was launched, German car maker BMW has announced £100m of new investment. Some 200 new jobs are to be created at the Oxford factory, including modernised machinery and a new body shell production building.",[0.8692682981491089],[0.7165852189064026],[0.7855767607688904],0.1884498480243161,0.13455657492354742,0.1702127659574468,0.1702127659574468,0.002448469409276985,0.0
"As well as increasing its dividend, Nestle plans to buy back shares worth 1bn Swiss francs ($861m; £451m).Nestle said that the strength of the Swiss franc against the US dollar, the disposal of businesses and challenging trading conditions in Europe all dented sales.Uncertainty remains over the future of Perrier, the iconic French mineral water owned by Nestle.Nestle is to raise its dividend by 11% after paying back some of its debt.Revenue dipped 1.4% to 86.7bn Swiss francs ($74.6bn; £39.1bn) in 2004 as sales of ice cream and mineral water were dampened by the wet summer.Elsewhere, Nestle said it had enjoyed an ""exceptional"" year in North America, outperforming the market in terms of sales growth.","A combination of bad weather, rising raw material costs and the sluggish European economy has hit sales at Swiss food and drink giant Nestle, which is to raise its dividend by 11%.",[0.8370770215988159],[0.7416011095046997],[0.7864519357681274],0.1806451612903226,0.0784313725490196,0.1548387096774194,0.1548387096774194,0.013105264271226463,0.0
